id,title,employer,salary,gender,years_exp,Location,duties,comments
390,Photographer,Non-profit Media,50000,POC / Cis / Male,5,Texas,"Photography, photo editing, web layout/design, videography and editing","Video Producer in NYC: $62,000, Multimedia Producer in TX: $20K (part-time)"
412,reporter,NPR affiliate,"47,500",cis white hetero woman,6,Texas,"report, write, and produce stories for radio and web","reporter: $42,000"
531,Reporter/ Admin,Small town newspaper,$9.00/hr,"White, bi female",1,Texas,"I operate one of our two offices, go to events, write, photograph, interview, sell, hunt down stories",Stringer
534,Reporter,Southern Newspapers Inc.,"$35,152 ",cis white male,7,Texas,"Covering county government, local and state politics, local port, primary crime reporter. Fill-in managing editor as needed. Expectation is 2 bylines a day, two centerpieces a week and a monthly magazine assignment.",
553,Digital News Producer,Texas Public Radio,"$42,000 ",cis white woman,3,Texas,"editing stories, photos, headlines; creating multimedia content; scheduling social media posts","Reporter: $27,500

Digital Content Editor: $35,000"
605,Staff Writer,The Villages Daily Sun,"$32,000 ",White woman,3,"The Villages, FL",Writing 4-5 articles plus associated briefs for a daily paper,None
465,Multimedia reporter,Postmedia (Timmins Daily Press),"$1,362 biweekly (approx. $35,000)","White, cis, bi, female",7,"Timmins, ON","* This was an offer, which I turned down because I had already established to the company that I was making more than $10K more per year at the time. They had been searching for a reporter for several months prior and continued their search for six months after.

Five days per week (Tuesday - Saturday) with overtime. Mainly City Hall and court reporting. Some editing required. Own car required. Photography required. Some videography required. Offer was made knowing that I would be moving from Toronto; no compensation for relocation was offered.","News editor for a Toronto print magazine, staff writer and news editor for a Toronto B2B mag, editor of several ongoing special projects at said B2B mag"
40,Reporter,Bloomberg News,"$106,000 + annual bonus of about 3-7%","Male, Asian",5,Tokyo,"Covering company earnings, product releases, industry announcements, etc. Special focus on stock-moving scoops.",
1,Editor-in-Chief,A Canadian sports magazine,"$63,000 (CAD)",CIS white male,7,Toronto,"Oversight of print and digital (including site, social, video, podcasts); management of a small staff of writers and producers.","I believe starting salary was $50,000 (CAD)"
77,Digital producer,CBC,"$76,000 ",cis white female,7,Toronto,"Creating strategy for and posting to social media channels, pitching social and digital story treatments, writing web stories, editing audio/video, coordinating cross-promotion with other departments, addressing audience questions/comments.","Web editor, social media coordinator, associate editor, writer, reporter"
78,Senior Reporter,CBC News,"$85,000 CAD ($64,200 USD)",cis white male,9,Toronto,"covering news and analysis for the web, radio, and tv; writing and hosting produced segments for broadcast (radio/tv); podcast appearances; live tv and radio hits; investigative reporting;",
464,Web Editor,Postmedia,"50,000 (Canadian, no vacation/benefits)","Cisgender female, POC",5,Toronto,,
640,Social media producer,Toronto Star,"$42,000 ",cis white female,3,Toronto,"Managing social media accounts, using social media to contribute to reporting",
642,Associate Editor,Toronto Storeys,"$50,000 ",White + Non-Binary,3,Toronto,write/edit/assign stories,
643,Junior Reporter,Toronto Sun,"71,000",Cis-het Jewish male,4,Toronto,pnts,Bnai Brith Canada
676,Senior Social Editor,VICE,"$65,000 ",cis white woman,6,Toronto,"Paid and organic social media publishing/marketing/strategy, copywriting, identifying trending stories","2016: $43K starting salary as Social Editor
2017: $52.5K union formed
2018: $56K raise
2019: $65K promotion"
735,Digital Producer,Yahoo Canada,$30/hour (CAD),"cis female, white",7,Toronto,"writing, editing, videos",
420,Producer & Host,NPR Member Station,"45,000","Cis, woman, white, bisexual",2,Upper Midwest midsize city,"Produce news magazines, produce podcasts, fill-in host shows, cover breaking news",
487,Political reporter,regional magazine,$500 a month,Cis male/white,2,Upstate NY,reporting on congressional politics,Unpaid Intern
535,Multi-media journalist,Spectrum News,"$40,000 ",cis-bi white female,4 1/2 years of post grad experience,Upstate NY,"Write scripts and ong-form web pieces, report, project manage, edit and more.","$34,000 print reporter in Nevada"
440,Staff Reporter,Ogden Newspapers,$14.91 per hour,cis white male,3+ years experience,Utah,"daily beat reporting, photos, social media",
502,Reporter,Salt Lake Tribune,"$49,000 ",,10 years,Utah,"Covering legal affairs, criminal justice, etc",
501,Staff writer,Salt Lake Tribune,"$39,500 ",cis-homo white female,4 years,Utah,Crime/criminal justice reporting/breaking news,"Reporter at Tulsa World newspaper - $34,000"
542,Reporter,Star Vancouver (TorStar),"$48,000 ",Male/White,15,Vancouver,"Reporting, pitching stories, photography, occasional video, social promotion",
748,Managing Editor,,"50,200","Female, caucasian",3.5,Vancouver,"Overseeing a team of 2-3 people, setting deadlines, editing work, assisting in article structuring, writing titles, reporting","Previous title, staff writer @ 33,800 and Senior editor at 42,000 (starting)"
638,Managing Editor,Too small to be named without identifying myself,"$65,000 ",CIS white male,4,"Vancouver, Canada","Managing editorial team, approving pitches, editing, content strategy","Data journalist $55,000, Creative director $65,000"
29,Reporter,BH Media,"$36,057 ",cis bi white male,4,Virginia,Reporter on local government,"$30,000, reporter"
31,reporter,BH Media,"38,000",,5,Virginia,"covering multiple beats, reporting, writing","Another BH property at 30,500"
28,Copy Editor/Page Designer,BH Media,"$42,000 ",cis white female,18 years,Virginia,"Designing a variety of pages including front page/features/special sections. Supervising the copy desk. Editing copy. Writing headlines, cutlines, etc. Updating website. Editing and choosing photos. Pitching stories at afternoon budget meeting. Wire.",
27,Digital Coordinator,BH Media,"$35,500 ",cis mixed female,4 years of digital journalism experience,Virginia,"Manage social media feeds and engage with site's audience, work with reporters to make sure website is up to date, publish daily newsletters, schedule features, track analytics using Google Analytics/Parsely, coordinate breaking news, send mobile push alerts",Freelanced for various sites with varying rates; started current job with a salary of $34k/year and recieved a raise one year into the job.
550,Line Producer,TEGNA,"$42,000 ",Cis White Male,3,Virginia,Producing daily newscast,$25K
648,Reporter,Tribune,42000,cis white female,7.5,Virginia,daily and enterprise reporting covering local school districts,"reporter at BH Media (35k), fellowship at nonprofit (39k)"
613,Assistant editor,The Washington Post,"$75,000 ",cis white male,3,Washington,Daily production duties and soliciting/editing articles,"Copy editor at WP $63,000, producer at WP $68,000"
614,Opinion Writer,The Washington Post,"$91,000 ",cis white female,3+,Washington,"writing, reporting","Producer/asst. editor at TWP: $56,000 (2016) $58,000 (2017) $68,000 (2018)"
612,Copy editor/slot editor,The Washington Post,"$72,000 ",cis white male,3+,Washington,"Editing/slotting stories across the national, foreign, business, science, local and entertainment sections, as well as online verticals. Editing photo galleries, alerts and other digital content","Copy editor at Washington Post: $56,000 (2016)"
290,Reporter,Inside Higher Ed,"$46,000 ",cis-het white female,5,Washington D.C.,,
570,Reporter,The Chronicle of Higher Education,"66,000",cis white female,3,Washington D.C.,Reporting beat and longform stories,"$32,000 at a statewide paper in the South for ~2 years"
625,Social Media Producer,The Washington Post,"$65,300 ",Cis poc male,8,Washington D.C.,"Writing/scheduling social media posts, creating social media plans for projects",
124,Senior Editor,Conde Nast,"$60,000 ",Male,15,Washington DC,,
139,Associate Editor,Conservative news website,55000,White cis male,14,Washington DC,Write and edit copy,58000/Associate Managing Editor
283,Reporter,Industry Dive,"$60,000 ",CIS,4,Washington DC,"Reporting, editing, assignments","Associate Editor ($52,000)"
284,Reporter,Industry Dive,"$60,000 ",CIS POC Male,4,Washington DC,"Reporting, editing, assignments","Associate Editor ($52,000)"
320,Audience Engagement Editor,Los Angeles Times,"$68,000 ",Cis Asian woman,2,Washington DC,,
354,Coordinator,National Geographic,"$55,000/$26.45 hourly",cis POC female,3,Washington DC,"Handling business development, editorial, marketing, administrative needs for various media products.",Administrative Associate (FT at a university in Washington DC) - $20.59 hourly
616,Social Media Producer,The Washington Post,"$60,000 ",Cis black woman,1.5,Washington DC,"scheduling and managing accounts, news-gathering and breaking news","$43,000 - social producer at a nonprofit"
615,Staff Writer,The Washington Post,"$36,000 ",PoC female,3,Washington DC,"Writing, research, editing stories",N/A
621,Reporter,The Washington Post,"89,000",Cis white female,5,Washington DC,"Reporter, writes features, covers national breaking news",
611,Staff Writer,The Washington Post,"$41,000 ",cis white male,6,Washington DC,"writing, researching, editing, some aggregation",
623,Staff writer,The Washington Post,"$103,000 ",Cis White Female,40,Washington DC,"Report, write stories","Hired at $90,000 as an editor after previous job where I made $125,000, also as an editor."
704,Photo Editor,Washington Post,"75,000",Female/White,7,Washington DC,"Hire freelancers around the globe, produce and edit multiple shoots weekly, fulfill photo requests for multiple departments, manage handout images, create visual briefs, handle copyright issues with the legal team.","Freelance ($100-$250 day rate depending on the client and task) 
Associate photo editor at a daily paper (~50K)
Photo editor at an online publication (60K)
Senior producer at a start up production company (65K)"
749,Digital Media Manager,,58000,CIS White Female,2,Washington DC,"Manage small advertising team under director of advertising, work with clients/account teams, write reports, set up client dashbords, and sometimes book TV, print and radio buys. A little bit of everything.",
16,Online Engagement Manager,Alt weekly,"65,000",white female,2,"Washington, D.C.","manage social media, newsletter engagement, digital marketing",
38,Editor,Bloomberg Law,"$71,000 ","cis female, white",3,"Washington, D.C.",,
75,web producer,C-SPAN,"$54,800 ",cis-het female,6,"Washington, D.C.","write all website content, oversee live streams, write breaking news updates, source/choose photos","radio production assistant (entry-level) $31,600"
355,Senior Producer,National Geographic,"71,000",white cis female,10,"Washington, D.C.","Social media management/strategy, audience development, writing stories",Previous: $60K working at nonprofit
398,Temporary Producer - Social media desk,NPR,"45,000",cis white male,1,"Washington, D.C.",,"Didn't negotiate, was made to feel like I couldn't (you totally can). Union has negotiated minimum salaries for all temp workers"
416,Digital Producer,NPR affiliate in D.C.,"65,000","cis-female, bi-racial (white/south asian)",1,"Washington, D.C.","audience engagement, social media posting, website wrangling, occasional on-air production, other duties as assigned.","freelance producer, $30/hr, intern ($12/hr and before that unpaid)"
462,Digital Producer,POLITICO,"$50,000 ",cis white female,1.5,"Washington, D.C.","Copy editing content, formatting articles for the website, arting stories, tracking stats, occasional writing tasks, other misc. jobs","Reporting intern, $33,000; Reporting intern, $400/mo"
532,Senior Editor/Reporter,small trade publication,"$70,000 ",cishet white female,6,"Washington, D.C.","writing at least two stories a day across multiple beats, writing monthly magazine story, editing daily and monthly content, some web publishing","$36K (reporter outside DC), $44K (reporter in DC), $52K (reporter in DC, different job in same company), $70K (current job, different company in DC)"
563,Assistant editor,The Atlantic,"48,000",cis poc female,1,"Washington, D.C.","fact-checking, copy editing, project management",
582,Reporter,The Hill,"$55,000 ",Cis white male,4.5,"Washington, D.C.",Spot/general assignment reporting,"Hired at $50,000"
618,Reporter,The Washington Post,"86,000",Asian male,7,"Washington, D.C.",Beat reporter,"Hired at 65,000."
617,Staff Writer,The Washington Post,"$95,000 ",cis white woman,8,"Washington, D.C.",Report and write stories,"Video Editor $58,000-$87,000"
628,Video journalist/editor,The Washington Post,"$75,000 ",Cis-POC female,8,"Washington, D.C.","Edit, shoot, write, voice overs, hold down the fort b/c managers can't edit video","Started at $65k. Tried to negoitiate but told there was no money left in the budget. Got a 2.3% merit raise a year later to $68k, negotiated to break into the $70ks after job change. Found out the person before me in my position was making close to $100k."
624,Reporter,The Washington Post,"85,000",cis male POC,17,"Washington, D.C.",beat reporter,"community manager at nonprofit news org (62,000), reporter at state metro (57,000)"
646,Reporter,Trade Publication,"70,000",Non-binary/White,7,"Washington, D.C.","Reporting, editing","Editorial position starting at $36k, reporting gigs at $47k and $52k, previous nonprofit jobs at $35k"
701,Reporter,Washington Business Journal,"$64,000 ",White cis male,5,"Washington, D.C.",Writing daily stories alongside long-form pieces and investigative work,
703,Data Reporter,Washington Post,"$125,000 ",cis-het POC male,7,"Washington, D.C.","data analysis, graphics, reporting, writing","Came on at $90,000 after working as an editor and obtained current salary after two rounds of negotiations with competing job offers."
747,Social Media Manager,,"53,000",cis black female,2,"Washington, D.C.","Manages content and strategy for three social media accounts, works with writers on social copy and visual elements to accompany stories, tracks website and analytics, leads special projects and creates all video content. Edits daily articles and writes 1-4 stories a week.",First job out of college. Has a masters degree.
37,Reporter,Bloomberg Law,"$69,950 ",bi cis white woman,2,"Washington, DC","report on legal filings, interviewing parties, attending live events and reporting from the field.",law degree
36,Reporter,Bloomberg Law,"$58,000 ",Cis white woman,2,"Washington, DC","Cover daily news, write enterprise stories, appear on radio and TV periodically","$57,000 starting salary, reporter"
285,Editorial Operations Manager,Industry Dive,"$85,000 ",CIS POC Male,3,"Washington, DC","Training, management, data analysis","Editor $54K
Associate Editor $42K"
287,Senior Reporter,Informa Business Intelligence,"58,000",Cis white female,18,"Washington, DC",,
452,Producer,PBS NewsHour,"75,000",Cis woman / white,5,"Washington, DC",,
622,Social Media Producer,The Washington Post,"$68,500 ",Cis-het POC male,4,"Washington, DC","Writing/scheduling social media posts, creating social media plans for projects",
619,Assistant editor,The Washington Post,"92,500",Cis white male,5,"Washington, DC",Commissioning and editing articles,"Freelance for 3.5 years, previously non-journalism academic work"
620,Audio Producer,The Washington Post,"92,000",Female / White,7,"Washington, DC",,
627,Social media producer,The Washington Post,"67,00",Cis white female,8,"Washington, DC",Managing social accounts,
659,Senior Writer,US News and World Report,"80,000",Male/White,11,"Washington, DC","Print reporting, some broadcast, a little editing",
687,Staff Writer,Vox Media,"$90,000 ",Male POC,7,"Washington, DC",Beat reporting and writing for news and features.,
692,Senior Correspondent,Vox.com,"$101,000 ",Cis Latin male,7,"Washington, DC",A lot of writing.,
294,Sports writer,Johnson Newspaper Corporation,"29,500",Cis white male,2,"Watertown, NY","Beat writer covering local HS football, basketball, baseball, softball. 2-3 stories per week (gamers and features and not including briefs). Agate page usually once a week.",Unpaid internships and student Newspaper (4 years)
69,Reporter,BuzzFeed News,"$104,000 ",POC woman,9,west coast,reporting and writing,
554,Staff Photographer,"The (Wilmington, Del.) News Journal",46500,Male,4.5,"Wilmington, Del.","Photography, Multimedia Production, Video Editing, Occasional Writing, Building Photo Galleries, Publishing Online Content","$31,000, Staff Photographer, Casper Star-Tribune (Casper, Wyo.), $29,800, Staff Photographer, Evansville Courier & Press (Evansville, Ind.)"
15,Staff Writer,Alt Weekly,"$40,000 ",Cis white woman,7,Wisconsin,"News and features. Music and restaurant reviews. Frequently took my own photos. Helped with production (proofing, copy editing, writing cutlines). Weekly pitch meeting. Required to volunteer at company events.","Started position at $37,000, got one (1) raise after a year. No retirement. Previously on staff at a daily; started at $9.50/hour (with LOTS of unpaid overtime), eventually got bumped to like $14/hour. Had retirement match. God this industry blows lol"
410,Engagement editor & reporter,NPR affiliate,"$43,000 ",cis white female,2,Wisconsin,"Social media management, newsletter curation, metrics reporting, grant writing assistance, reporting","$11/hr at Vox (intern), $12.50/hr at WI media non-profit (intern), $7.50/hr Wisconsin political outlet (intern)"
447,Local Editor,Patch,"$43,000 ",cis-het woman,3.5,"work from home, mid atlantic",Independently run a number of local sites and cover everything that goes on in 20+ towns,
140,Reporter,Consumer Reports,"$95,000 ",cis white male,10 years,Yonkers,product reviews and enterprise reporting,
629,Health Reporter,The York Dispatch,"$23,500 ",cis-gender bisexual white female,10,"York, PA",Cover health issues in SE PA,
297,Afternoon Newscaster / General Assignment Reporter,Klondike Broadcasting,"$42,000 ",Cis/Bi/Caucasian/Male,2,Yukon,"-Generate and compose news/sports stories on a daily
basis, anywhere from 5 to 10 per day. (Burli)
-Anchor local news and sportscasts (7 per day)
-Attend press conferences, city council, territorial
legislature, First Nations council meetings, sporting
events, and conduct interviews by phone or in person.
-Report on live events: Breaking News (fires, shootings,
elections, car accidents etc…)
-Write stories for the web
-Actively engaged in social media (Facebook, Twitter,
Periscope, Instagram…)",N/A
3,Digital Producer,ABC News,"$80,000 ",,,,,
60,Editor,BuzzFeed,"59,000","Female, white, cis, het",12,,"Editing, writing, hiring, managing, data analysis","staff writer (41K), senior staff writer (54K)"
112,senior digital editor,Conde Nast,"$75,000 ",cis white female,15 years of experience,,Editing and assigning reported pieces and personal essays,
232,Social Media Producer,Hearst,"40,000",cis white female,2,,,
268,Reporter,Houston Chronicle,"35,000",POC,6,,,"45,000 / reporter"
392,Associate Editor,non-profit/journalism outlet,"72,500",female identifying/white,6,,editing/copy editing/fact checking/writing,"45,000 web assistant editor for national publication"
425,Senior writer,NYDN,"$99,000 ",cis white female,18,,NYC,
426,reporter,NYDN,55k,male,,,,
450,Reporter/Editor,Patch,"50,000",White female,1,,,
523,Research Assistant,Slate,,,,,,
543,Digital editor,Stars and Stripes,"$45,000 ",Latina female,9,,"Managing website and social media properties (Twitter, Facebook, Instagram) during assigned shift. Editing locally produced copy and tailoring wire copy to audience and to publication style. Monitoring analytics and making content promotion decisions based on traffic. Place articles on website. Generate weekly analytics reports. Monitor social and trending news and write articles or pass off to reporter as necessary.","Producer - $55,000
Editorial content director - $70,000

Masters in Journalism. Was unemployed for a year and took first journalism job offered, but now can’t get out. No raises offered or possible."
549,Digital Content Producer,TEGNA,"55,000",African-American Woman,7,,"Writing articles, copy editing, video editing, social media",$36K>$41K>$55K
564,Assistant editor,The Atlantic,"$51,000 ",WOC,2,,,
575,Editor,The Economist,"$65,000 ",Cis white female,6,,"Writing, assigning, editing, strategy",
607,Senior Video Producer,The Wall Street Journal,"90,000",Male,6,,"Pitch Write, Produce, Edit, Shoot Videos. Help develop younger proudcers",60k
661,Reporter,USA Today,"77,000",cis white woman,6,,,
681,Deputy Section Editor,Vox Media,"$91,000 ",cis-het woman,10,,,
,,,,,,,"Cover daily news, report features, draft web copy","Previous salary titles: Beginning blogging career $40,000
End of blogging career 5 years later $60,000
Editor at now-nonexistent blog $80,000 plus $10K bonus
Editor at Daily Dot $65,000
Editor at Hello Giggles (Time Inc) $75,000"
